4KHz X(mg),Y(mg),Z(mg)
0.51,-2.77,-1.07
-0.16,-1.45,-0.37
-2.87,-0.74,2.19
-0.90,0.88,3.46
0.20,4.22,0.82
-1.11,-0.25,-2.30
-0.27,0.47,-0.29
0.76,-2.58,1.86
1.82,-2.07,1.82
2.73,1.74,1.87
0.61,1.17,2.27
0.31,-0.74,-0.82
1.15,-1.97,-1.41
1.11,0.70,-0.96
0.04,-1.99,-0.35
1.29,-1.93,-0.29
1.46,-3.61,0.27
0.92,-0.84,0.66
1.07,1.78,1.29
-0.06,1.33,-2.07
0.66,-1.62,-1.23
-0.21,-2.73,-1.82
-1.02,-1.89,-3.65
-0.43,-1.15,-0.90
-2.54,0.57,2.54
-0.74,2.91,4.04
2.91,1.48,3.20
2.52,4.26,-0.08
2.85,2.85,1.13
-0.35,-3.14,1.43
-0.88,-1.31,1.87
-0.51,-1.99,4.43
2.66,-2.38,0.64
0.23,2.09,0.10
-1.31,1.13,2.21
-0.27,0.98,3.14
-1.41,3.57,2.83
2.70,2.70,3.30
2.01,-0.27,2.52
2.79,-0.23,0.39
1.95,-2.29,2.32
-0.43,-3.20,2.42
2.58,-2.50,0.72
1.27,1.46,1.00
0.18,-2.66,0.47
-0.92,-0.35,1.58
-0.43,0.29,-0.80
0.21,2.52,0.29
1.25,4.86,-2.34
1.15,2.93,-1.87
0.35,-1.99,-3.01
-0.43,-4.86,-0.27
0.57,-2.58,3.77
-0.47,-0.94,2.19
-1.27,0.43,-2.17
-0.41,-0.51,-0.23
0.02,5.08,-0.27
-0.49,1.64,0.21
-0.37,0.14,0.66
0.14,3.07,-1.13
0.82,2.79,1.05
1.31,0.76,2.50
0.51,5.86,-0.45
1.33,1.95,-0.55
-1.64,0.25,0.94
-1.56,-0.23,0.29
1.50,-2.89,1.35
3.18,-0.51,0.74
1.11,3.38,-0.39
0.68,-0.88,0.18
2.85,-1.45,1.82
-2.54,-1.19,3.34
-1.19,2.42,1.78
0.37,0.43,4.10
0.57,1.58,5.16
0.72,0.78,-0.04
1.00,2.27,4.32
-0.23,1.89,4.77
-2.81,0.92,0.21
-0.31,0.49,-1.68
3.89,0.45,3.77
1.41,0.43,3.83
0.23,-0.72,1.82
-1.11,2.95,1.27
-2.95,0.92,1.45
-0.62,1.74,-1.50
2.30,0.43,-1.04
0.78,-2.99,-0.16
-0.62,-1.19,-0.25
-2.27,3.71,-0.64
-0.61,2.89,-1.56
0.35,0.98,0.76
-1.82,0.47,4.47
0.27,-0.74,2.48
1.64,-0.12,2.05
2.40,0.53,1.43
1.19,-0.78,-1.46
2.29,-3.36,-5.57
3.69,1.07,-2.87
-1.15,-0.14,0.16
0.66,-4.28,-0.18
1.93,-0.82,-0.78
0.70,-0.49,-2.29
2.91,-2.50,-2.21
1.74,-0.74,1.86
-1.39,0.35,4.59
-0.64,2.15,-0.41
1.64,0.61,0.12
0.37,-1.66,1.82
1.19,-3.24,0.66
-0.21,-4.43,-0.25
-1.74,-0.57,1.15
-0.59,1.76,1.25
-1.37,2.21,-0.51
-0.76,-2.50,1.48
1.41,-1.11,0.92
2.58,-0.70,3.11
2.03,-1.64,2.56
2.21,-2.40,1.89
0.29,0.51,2.36
1.45,1.89,-0.02
2.19,2.21,0.33
2.01,1.09,-2.73
-0.20,-3.48,0.47
-1.60,-0.47,-0.64
-1.33,1.23,1.09
1.76,-3.77,0.06
4.10,-3.11,-0.31
1.27,1.50,0.27
-2.46,-0.33,0.47
-4.00,0.08,1.25
-3.77,1.39,1.64
-0.66,-3.22,-0.86
1.68,-2.64,-1.45
0.04,-0.45,-4.75
-1.02,3.01,-1.80
-0.96,3.67,-1.60
1.17,1.43,2.13
3.28,4.77,0.10
-0.62,2.64,-2.87
-2.29,-0.82,-0.82
-0.57,-2.21,0.06
0.18,-0.98,-0.47
-0.62,1.21,-1.21
0.29,-1.11,-0.98
-0.16,-1.84,1.11
-1.50,1.60,-0.45
-1.72,-0.16,-3.44
-1.04,-1.89,-0.80
-0.43,-1.82,3.77
-1.74,0.66,6.07
-1.25,2.38,3.75
-0.55,3.87,-0.18
-2.93,0.35,-0.57
-3.50,-2.77,0.51
-2.48,-2.34,0.92
0.59,-0.94,1.00
1.17,-4.06,-1.04
0.25,-5.76,-0.18
-1.93,-0.80,-0.04
-2.48,0.68,0.02
0.86,-1.35,-0.94
1.76,-1.87,1.31
4.00,-1.25,2.09
3.71,0.16,0.57
3.54,-0.80,-0.62
4.26,-3.73,0.00
2.99,-3.03,0.33
3.18,0.14,0.96
1.05,4.12,0.98
0.74,3.77,0.39
-1.48,3.67,-0.80
-1.60,2.05,-2.23
-0.53,2.73,-1.11
1.29,0.86,-0.43
0.57,1.27,-0.23
1.66,0.20,0.57
0.96,-0.98,0.39
0.31,-1.29,-1.89
0.23,-2.42,-1.95
0.23,-3.34,-0.96
0.47,-2.89,0.16
2.93,0.98,1.37
0.43,-0.51,0.45
-1.09,-4.04,-0.25
-1.07,-5.12,-2.13
-3.52,-0.76,-1.60
-1.09,2.50,-0.37
1.80,0.47,1.27
2.73,0.96,1.74
2.77,-4.08,-1.41
1.80,-1.46,-0.49
2.66,4.08,0.45
0.25,3.40,-1.25
-1.00,4.16,0.98
0.55,1.52,-1.05
-0.29,-3.34,-1.66
-0.72,-1.29,1.27
2.91,-2.87,1.97
1.64,-3.63,4.71
-0.84,1.07,-0.84
0.66,1.04,-1.13
1.70,-1.37,-3.20
-1.05,0.45,1.11
-0.29,0.51,4.86
-2.11,1.09,3.57
-0.72,-0.04,0.90
2.34,0.51,-1.87
-0.33,1.04,-2.70
-0.20,0.20,-0.57
-1.23,2.91,-1.43
-2.23,0.76,0.76
0.31,0.18,1.74
-0.20,-0.98,3.38
0.00,0.04,2.44
1.04,2.71,-0.39
1.76,2.38,-0.86
-0.39,1.91,-2.83
1.54,2.77,-2.62
1.50,1.11,-1.74
-1.82,1.29,1.31
-2.62,0.80,-0.23
-4.65,-3.46,-0.49
-3.03,-2.42,2.97
-0.55,2.60,1.29
-0.80,3.83,0.57
1.46,-0.37,0.08
2.01,-1.91,-1.50
1.04,-0.16,-1.09
0.90,-1.56,-1.02
0.80,-4.47,-5.61
1.23,-3.55,-1.43
-0.37,-0.18,-0.08
-1.52,-0.02,0.64
0.88,0.74,-2.30
-0.02,-2.32,-0.21
-2.50,-1.19,-0.37
-2.27,4.10,-1.54
-1.95,0.80,1.07
0.66,2.58,1.56
-1.13,0.06,0.20
-1.84,-4.24,-0.82
-0.51,-2.17,2.13
-1.04,-1.99,3.09
-1.04,-2.29,2.42
0.57,-0.86,0.45
1.27,-0.45,0.62
-1.66,2.44,1.02
1.17,1.23,0.53
2.05,0.10,0.47
0.84,3.05,0.55
-1.70,-0.72,-4.04
-0.59,2.19,-3.63
0.66,3.50,0.72
3.32,4.00,3.63
5.94,0.47,-1.48
1.78,-0.64,1.64
-0.29,1.33,1.86
-0.57,1.35,3.79
-1.62,-1.04,3.52
0.55,-0.47,1.35
0.41,0.55,-1.93
0.49,-1.74,-0.53
2.23,-2.83,0.37
-0.39,-0.66,1.68
-0.86,4.06,0.04
-1.15,1.80,-2.29
-0.49,-3.44,-0.43
-0.39,-4.41,0.53
-2.75,-3.83,-1.86
-3.42,-3.73,-1.33
-2.79,2.36,-2.07
-2.17,1.99,-0.51
-2.07,-1.66,-1.11
-1.76,-2.03,-0.25
-0.47,1.76,-5.08
1.25,0.08,-4.84
-1.78,-1.19,-0.21
-1.76,2.05,-3.22
-0.33,3.81,1.66
1.23,0.12,2.71
1.93,-2.89,-0.68
-1.80,-4.12,0.08
-4.49,-0.29,-0.45
-3.38,-0.18,-1.72
-1.07,-1.27,-2.01
2.64,-1.37,-1.39
-0.02,-1.93,-0.04
0.59,-0.61,-1.27
0.86,1.23,3.36
-1.07,2.19,2.62
0.35,1.91,0.25
-0.18,-2.30,-0.45
-0.49,-3.05,1.13
1.68,1.05,0.74
1.95,2.29,-0.12
-3.18,3.03,1.19
-0.41,2.58,-0.98
1.35,-0.25,-0.37
2.62,2.11,-1.66
2.89,-1.21,-1.00
0.37,-0.53,0.61
-1.52,-2.79,-2.25
-2.81,-0.90,-1.33
-0.94,-0.06,0.90
0.59,-1.25,-0.08
1.89,-1.31,1.04
4.43,-0.98,0.20
1.02,-2.66,-0.88
1.95,-1.35,-0.55
-0.62,1.27,-1.87
-3.81,2.40,1.05
-2.99,0.92,-0.39
0.98,-0.66,-4.34
-1.25,-1.76,-3.12
-2.01,-0.49,-1.68
2.87,4.49,0.84
4.53,-1.09,4.02
-0.04,-0.41,1.95
0.02,-0.23,-0.62
-1.95,0.90,0.12
1.23,1.66,1.21
3.34,1.45,-0.49
1.78,1.33,-1.17
0.29,1.56,-0.14
-0.96,0.33,2.77
-3.14,0.39,2.56
0.16,0.94,0.82
0.82,1.21,0.55
1.15,-2.13,1.45
2.13,-0.94,-2.48
2.68,-0.47,-2.56
0.41,-2.77,0.86
-0.47,0.45,1.72
2.68,0.86,1.74
2.64,-0.62,-2.21
1.39,2.11,0.74
-0.31,1.93,3.55
-1.11,1.39,-0.47
-1.21,-1.43,0.82
-0.14,0.04,4.00
-0.23,2.44,1.82
-1.50,0.10,-0.86
2.38,-1.48,-0.47
1.39,-0.86,1.89
-1.50,-5.10,2.40
-0.80,-1.04,-1.82
0.94,1.62,-4.08
1.68,1.00,-2.32
-0.08,-0.68,0.20
-0.64,0.80,-1.09
-1.95,-0.55,-1.95
-0.92,0.39,-0.84
-3.54,0.00,-1.62
-2.52,2.01,0.70
0.29,3.30,1.66
-0.96,-0.66,-2.64
-2.09,1.82,-2.89
2.03,-0.74,-0.72
1.70,-0.70,-0.72
-0.66,0.20,1.41
-1.70,-2.15,2.85
-2.38,0.43,0.06
0.57,1.09,1.11
-0.82,-1.21,2.40
-1.35,0.72,0.14
-0.64,1.09,0.04
0.23,-0.49,2.50
1.58,0.61,4.32
3.91,-0.06,2.36
0.37,-3.67,2.21
-1.46,1.25,0.90
-1.39,1.21,1.87
0.08,0.02,0.27
-0.10,-0.23,0.74
0.96,1.86,-3.69
-1.04,-1.60,-1.21
-0.31,-0.47,0.62
1.23,2.44,-1.68
1.39,5.74,-1.31
2.50,3.46,-2.23
1.11,-1.87,-0.14
-0.43,0.14,-2.42
-3.12,-2.09,-4.26
-4.06,-2.25,-2.05
-4.32,-4.26,1.13
-3.63,-2.05,-2.13
-2.21,1.09,-1.23
1.64,4.34,0.62
0.51,0.51,0.72
0.16,-2.87,0.53
-0.61,-1.50,-0.70
-2.05,-0.02,-0.37
0.18,1.09,3.42
1.62,-2.58,5.33
0.49,-0.45,0.29
-0.84,2.62,-0.78
-1.02,-0.78,0.62
-0.90,-2.13,-0.59
-2.09,-3.40,-0.64
-1.86,-2.85,2.25
1.41,-3.52,1.62
2.09,-4.36,0.00
-0.78,-0.98,-2.07
0.39,0.10,-0.96
-1.89,-0.20,-1.17
-2.66,-0.21,-0.33
-1.99,-1.46,0.41
-2.30,-1.52,1.74
-0.14,1.45,1.43
0.57,1.35,2.95
-0.47,-0.06,4.94
-0.78,-1.13,2.58
0.78,2.17,1.05
2.70,4.80,-0.66
1.50,1.74,-0.47
1.21,-2.48,-0.70
-0.06,-6.43,-2.44
-0.10,-0.57,-2.36
1.60,0.31,0.14
2.13,2.91,1.13
0.20,1.82,1.76
1.31,-0.25,1.50
-1.50,-1.37,-0.72
-1.78,-1.50,-1.23
-0.33,-3.28,-0.45
1.13,-3.93,-0.94
0.49,-4.22,-1.91
-0.80,-0.66,-2.97
-1.27,-2.44,-3.18
1.50,0.92,0.98
3.18,4.26,-1.19
2.09,0.84,-1.70
0.47,-2.30,-0.55
1.35,-0.88,-0.37
1.19,-0.39,1.86
3.36,1.48,3.69
3.38,1.46,0.62
1.31,-0.80,-1.25
0.64,0.41,-2.01
0.45,0.53,-4.04
-0.74,2.97,-0.14
0.39,-0.98,0.33
0.35,-0.25,2.36
-0.06,0.45,-1.07
-0.49,1.25,-4.84
-0.96,-1.46,-2.66
0.39,0.66,1.68
2.85,-0.72,0.27
2.95,1.91,1.35
1.05,1.11,2.25
-4.90,1.21,0.06
-3.03,2.48,0.31
-0.29,1.21,2.54
-0.41,1.07,2.09
0.41,2.40,3.77
1.17,-2.52,0.00
2.42,-2.50,-0.94
1.46,-0.27,-4.30
0.27,1.80,-2.17
-2.21,-1.45,-0.94
-2.42,-0.21,-0.47
-0.31,3.03,-3.09
2.03,-1.39,-2.03
0.86,0.37,-5.12
0.82,2.15,-2.48
1.48,1.66,-0.49
-1.13,-2.40,0.74
-0.62,-0.33,-2.79
0.45,-1.56,-1.66
-0.92,-3.07,0.62
-0.84,-2.23,1.72
-0.10,0.62,-2.13
-1.27,2.58,-3.63
-0.04,1.31,-1.72
-0.64,-0.61,-1.25
-1.46,3.95,0.31
-0.96,5.14,-0.27
-0.64,1.76,-2.09
-1.23,1.56,0.59
-0.66,-0.62,4.08
-0.80,-1.04,3.95
-1.50,-2.91,4.16
0.57,-1.74,-0.04
0.25,0.25,0.62
0.27,-0.23,1.39
1.13,-1.17,2.44
0.25,2.34,0.51
0.14,-1.76,-3.44
0.80,1.25,-1.58
0.29,0.66,-0.49
-1.11,-0.94,0.96
-1.29,-2.32,1.80
0.06,-0.74,2.25
-1.84,-1.39,5.04
-3.09,-0.02,3.50
-1.54,0.74,-2.64
0.33,0.45,-2.32
1.11,1.33,-1.78
0.62,-0.98,-2.71
1.58,2.71,-0.80
2.50,4.04,1.39
-0.16,0.12,1.68
-2.25,-2.38,2.89
-1.17,-2.89,-0.08
0.27,-2.89,-0.70
-2.58,-0.27,0.00
-5.66,-1.60,1.95
-0.20,-3.14,1.02
2.27,-4.22,-1.93
0.41,1.93,-4.39
0.31,1.04,-2.07
-0.90,2.19,1.17
-0.86,-1.60,0.33
0.68,-0.57,2.70
0.18,1.19,1.41
-1.74,0.08,-0.80
-2.17,1.64,-1.13
-3.30,2.73,0.68
1.64,1.19,-0.53
-2.36,2.23,2.71
-0.33,0.20,5.62
-0.61,-2.85,5.78
-0.04,-3.30,5.16
0.66,0.37,3.50
0.18,1.43,0.88
-1.64,-3.12,3.69
-2.17,-1.04,0.04
-0.10,-0.62,-1.17
-0.64,-0.31,3.52
-0.94,1.87,2.89
-1.05,2.54,-0.94
-1.45,1.29,-1.82
-2.27,-2.17,1.19
-0.10,-2.68,2.60
-0.37,-1.45,0.04
-0.62,-1.35,-3.01
0.00,0.59,-3.28
1.04,4.39,-2.60
1.76,2.56,-3.03
1.72,-0.31,-2.81
0.23,-1.35,0.92
-1.84,-0.61,3.09
0.33,0.88,3.96
0.31,0.47,1.93
2.56,1.91,-2.34
2.15,1.87,0.70
1.07,-3.42,0.70
1.46,-4.02,-1.33
-0.88,-0.37,0.57
-1.17,4.10,-1.84
-0.23,2.19,-4.02
-1.29,1.80,-3.03
-1.00,2.89,1.17
0.41,1.86,4.51
-2.73,0.98,1.68
-1.70,4.32,-0.49
0.08,5.53,-2.79
1.74,3.77,0.18
0.21,0.74,-1.64
-1.80,-0.25,-1.19
-0.72,2.58,2.19
1.17,1.29,-0.25
0.41,0.25,-2.29
1.37,1.33,-1.68
4.55,4.41,-0.06
2.36,0.82,1.13
1.02,-3.18,-1.09
1.50,-4.28,-4.49
2.38,-6.46,-0.02
4.20,-2.89,2.75
3.71,3.87,0.57
1.70,0.02,1.74
-0.31,-2.60,5.53
1.43,2.70,1.76
-1.11,-0.29,-0.78
-0.25,-2.01,-0.27
1.19,0.23,-2.09
-0.14,-0.20,-1.89
1.48,1.66,-0.49
0.39,2.73,-1.21
-0.47,0.12,0.33
-0.70,-1.41,-1.48
1.70,1.35,-0.43
-1.41,3.20,0.96
-1.62,0.62,-0.72
0.20,-1.27,-0.43
0.82,1.21,-2.11
-1.25,0.06,-3.79
0.51,-3.75,-1.76
1.39,-1.78,1.17
0.55,-1.33,-0.41
0.98,2.54,-0.98
-1.37,1.93,1.41
-0.68,1.52,2.97
-1.68,-1.39,-1.66
-2.62,2.64,-0.18
-2.21,6.68,2.73
-0.08,4.12,4.47
0.25,-1.39,2.30
0.88,-4.45,1.43
0.43,-2.83,-2.71
-2.36,3.50,-3.85
0.90,2.89,-0.25
0.66,-0.78,0.74
-1.58,-3.87,0.29
-2.66,-3.32,-3.65
0.12,1.70,-5.21
3.03,-1.37,-1.17
-0.98,-3.12,0.61
-2.66,0.20,-0.47
2.01,0.80,-0.98
0.23,2.30,-1.45
-0.37,-0.21,-0.74
0.88,2.21,-3.40
0.10,1.50,-0.27
-0.90,-0.88,-0.33
-1.15,-1.56,-0.49
-1.74,-2.97,-0.08
-0.72,0.23,-1.41
-0.37,3.50,-2.73
-1.33,0.10,-2.36
-1.54,-0.94,1.05
-0.76,-0.94,-2.23
-1.68,-0.27,-0.64
0.64,-3.30,0.80
0.74,-0.23,-1.89
0.02,-2.73,-0.88
-0.61,-4.34,0.98
-1.35,-3.01,-0.39
-0.33,-0.12,1.15
1.11,0.35,-0.43
-1.00,0.74,-1.50
0.04,1.87,0.64
1.58,2.54,1.60
0.06,1.74,2.19
-0.02,0.04,0.84
1.60,-2.09,1.76
0.29,-1.04,0.43
1.21,1.13,-2.81
-0.57,1.39,-2.52
2.07,0.59,-2.13
2.11,1.54,-2.81
-1.09,1.13,-0.59
-3.65,-0.74,0.14
1.07,1.19,0.14
2.81,-1.11,-0.06
0.59,-1.05,2.30
-2.21,-1.23,3.77
-2.58,-3.40,1.02
-2.62,-3.26,0.82
0.66,0.16,0.61
3.95,0.39,-2.73
2.87,-3.20,-2.91
0.45,0.84,-0.49
2.62,2.85,-1.29
1.43,2.25,-4.41
-0.76,-2.05,-2.50
-3.34,-5.33,0.25
-2.87,-6.86,2.56
-0.02,-2.62,3.24
-0.02,2.64,1.48
0.10,-1.97,0.86
0.04,-0.06,0.72
-0.94,0.18,-0.29
-2.05,-3.50,0.00
-2.19,-1.74,-1.37
-1.74,-0.76,0.59
-0.16,1.89,1.05
2.42,-0.04,0.16
-1.19,-0.14,2.25
0.18,-0.90,0.86
1.87,-3.12,-1.04
-1.21,0.51,-0.96
0.70,-0.80,0.08
0.92,1.80,0.96
-0.84,2.09,2.32
1.97,0.18,-0.06
0.57,0.49,0.88
0.20,1.91,-0.33
-0.08,4.16,0.27
-1.29,3.14,-1.74
0.92,3.59,-0.14
1.37,0.68,-0.72
-0.33,-2.54,-0.04
-0.27,-2.89,4.24
-0.18,3.14,3.52
-1.56,2.48,-1.70
0.06,1.48,-2.32
0.27,2.03,-0.62
-0.43,-1.78,0.10
-2.93,-2.36,0.90
-1.91,0.35,-1.05
-0.31,-3.38,-0.76
0.88,1.50,-0.80
-0.62,1.39,2.01
0.25,2.30,2.25
0.20,1.80,-1.21
-1.78,2.38,-4.02
-0.35,-2.01,1.09
-0.14,0.59,1.35
2.97,0.47,0.80
3.32,-0.43,2.58
2.46,3.75,1.74
3.44,1.72,2.93
2.38,2.58,4.80
0.78,-1.56,-0.37
-0.94,-2.32,1.39
-1.89,-0.59,-0.06
0.57,-2.40,0.86
1.72,0.29,0.02
2.91,0.00,-1.58
2.68,2.25,2.05
-2.25,1.19,4.30
-2.32,1.46,4.47
2.89,-1.11,3.77
0.74,-0.90,1.23
-0.68,1.11,-0.23
-0.62,-1.39,1.87
-2.54,-0.12,-1.58
-0.96,-0.02,-0.68
-1.31,2.15,0.25
0.70,0.68,-1.23
2.70,-0.57,-3.24
0.04,-1.23,-3.50
0.96,-0.66,-1.45
1.62,-4.45,2.03
1.07,-0.86,2.46
0.86,-0.08,1.29
0.16,1.97,-0.39
-0.64,3.87,-4.30
-0.94,0.39,-2.30
-0.78,1.29,-0.10
-1.46,0.49,0.18
-2.30,-2.91,0.82
-1.87,0.61,1.56
1.46,3.03,0.90
1.23,3.46,2.83
-0.29,1.07,2.36
-3.52,-3.32,4.16
-3.05,-0.29,5.33
1.35,-1.41,3.14
1.74,-2.15,3.34
0.84,0.33,-0.66
-1.64,0.06,-1.68
-2.52,-1.84,-0.62
-4.08,0.29,-4.37
-1.56,-2.56,-1.68
-1.11,-1.35,-0.47
2.68,-0.76,-3.63
2.97,-3.36,-1.93
1.76,-3.18,-0.61
3.44,-0.74,1.50
1.25,-3.16,4.61
-3.40,-1.66,-1.07
-3.01,3.16,-2.34
-1.72,0.16,-0.94
-2.60,-1.93,0.20
-1.23,2.36,0.16
-1.97,3.34,0.29
-0.10,-2.64,-0.68
2.34,-2.46,-0.61
3.96,1.35,-0.39
2.09,5.94,1.46
0.70,-2.87,4.28
1.33,-2.54,3.36
-1.09,-1.52,1.60
-0.86,1.31,2.97
-3.05,0.64,-0.68
-1.80,-1.43,-1.04
-2.83,-1.37,-0.29
0.16,-0.86,2.93
-1.95,-0.41,3.20
-1.45,0.23,1.33
0.06,0.21,3.12
-0.06,-1.97,2.23
2.40,-0.55,-0.39
1.97,-0.25,0.82
1.35,1.95,0.18
-0.90,2.23,-1.46
0.74,1.43,0.57
3.46,1.66,-0.21
5.29,-0.66,-3.09
0.51,1.46,-0.70
1.23,-0.16,-1.21
0.12,0.35,0.16
0.51,-0.35,2.13
-0.06,-1.41,1.86
1.39,-0.59,1.41
-1.29,1.11,0.41
-2.29,0.51,-0.88
-3.69,2.09,-2.42
0.10,2.71,-0.45
1.43,0.35,-2.40
-1.37,1.09,-3.71
-0.82,-1.11,0.14
-1.21,0.35,-0.43
0.12,0.29,-3.48
-3.16,-1.17,-0.59
-1.99,-4.06,0.92
0.43,1.25,1.56
2.13,0.23,4.06
0.16,-0.12,3.03
-0.29,-1.91,2.05
1.68,-1.43,-0.21
0.55,-0.55,-0.47
-2.87,-2.89,2.01
-4.24,0.88,1.41
-1.50,3.63,-1.00
-0.74,1.70,-3.11
-1.74,-0.35,-1.05
-1.93,0.62,2.87
-3.07,0.62,0.53
-1.82,0.06,2.56
0.31,-0.27,0.57
-0.23,1.35,-0.59
0.29,-1.58,-1.37
1.35,-3.36,0.68
2.89,-1.19,-1.87
2.34,-0.23,-1.80
0.53,-2.21,-3.18
-2.19,-1.02,-1.97
-0.98,-2.07,-0.04
2.81,-1.09,-0.49
-1.00,-0.72,-1.11
-2.64,1.37,-3.03
-1.99,0.02,-2.29
-1.17,-0.64,1.21
-1.43,-0.55,2.34
-2.79,-2.93,0.23
-1.19,2.15,0.41
-1.91,0.59,2.68
0.94,-2.52,2.17
2.09,-0.33,0.62
0.94,0.12,1.99
-0.33,0.20,1.09
-0.49,1.99,-0.35
-0.49,-1.35,1.04
-1.09,-0.76,-0.51
-0.90,-2.34,-1.91
-1.21,-5.33,-1.25
-2.05,-0.64,-3.22
-1.05,1.89,-1.80
-1.78,0.33,2.75
-1.33,-1.60,3.40
-1.33,1.56,1.41
1.45,-0.37,-0.86
2.62,1.70,-0.53
1.09,1.29,-0.96
2.15,-3.18,0.27
0.27,-1.45,-1.48
-0.47,1.86,-1.64
0.57,2.21,0.62
0.25,-2.19,-2.17
-0.80,-3.28,-3.18
-0.55,-2.81,-3.07
-1.60,-2.77,-1.15
-2.23,-0.61,0.00
0.00,1.00,0.80
2.19,6.25,2.56
2.44,2.13,1.02
2.17,-0.06,-2.32
0.98,-0.94,-2.46
-0.70,-1.46,-2.64
0.10,-1.74,-0.86
2.38,-0.25,0.86
3.96,0.20,-0.49
0.96,-2.17,-0.57
-0.98,-1.43,-0.74
-2.36,-0.78,-2.17
-4.24,1.89,-3.30
-1.72,-0.70,-0.74
2.15,2.89,-2.50
0.37,3.59,-2.52
1.45,-0.55,-3.98
2.62,-1.04,-1.80
4.00,-2.89,-2.17
1.99,-4.20,-0.72
-1.50,3.96,0.21
-2.27,6.80,1.11
1.87,4.43,-0.16
3.40,1.99,1.60
0.90,-2.13,0.59
-1.23,-1.17,-1.25
-0.59,1.74,-5.20
-2.07,-3.67,-0.72
-0.41,-4.00,-0.57
0.49,-1.87,0.57
1.89,-1.80,-0.49
-0.25,-1.70,2.15
0.88,-1.48,2.05
-1.56,-1.87,-1.84
-3.26,0.20,-4.92
-3.71,-3.83,-2.56
-3.40,-3.05,0.14
-0.14,-1.62,2.48
2.52,-0.21,1.25
1.78,4.10,0.66
-0.70,-0.43,-1.04
-1.35,-1.46,-0.45
-0.10,-0.47,-0.57
1.52,-3.30,-1.05
1.45,-2.03,0.41
-1.68,-0.29,2.38
-0.43,-2.34,3.59
1.78,1.66,4.84
0.29,7.70,1.48
0.72,1.29,-0.96
-1.19,-4.84,-1.00
-3.46,-2.27,-3.26
-1.27,2.68,-4.36
0.84,3.46,-4.36
1.43,-0.57,-3.22
-1.39,0.96,-3.26
-1.70,4.32,-0.94
1.74,1.89,-2.42
2.07,-0.10,-1.74
1.66,-1.39,0.74
0.49,-2.60,1.66
0.14,0.76,-4.16
2.19,2.83,-3.57
-0.14,3.32,0.66
-2.17,3.44,0.92
-5.27,1.25,0.90
-2.68,0.80,1.84
-1.80,-1.97,3.61
-0.20,-2.27,2.77
-1.52,-3.87,2.52
1.82,-2.60,3.36
0.57,-3.71,1.27
-0.27,0.06,0.37
1.80,0.88,0.45
-0.35,3.83,0.78
0.04,0.98,-0.66
1.04,-1.52,1.13
2.81,-2.07,1.78
3.09,-1.87,1.04
1.64,-3.57,0.94
-1.80,-0.23,3.26
1.33,2.95,-0.62
1.76,2.30,-0.10
0.98,0.57,-1.95
-0.12,-2.93,-0.25
0.47,-2.17,-0.35
0.20,-0.82,0.68
2.29,-1.62,0.23
1.25,-1.02,-4.08
-0.55,0.76,-2.03
-0.31,0.51,2.73
1.66,-0.02,0.90
0.51,-0.02,-2.19
0.76,-4.53,-3.73
1.68,-5.98,-1.62
-2.66,-4.84,-2.77
-1.93,-0.98,-1.97
3.12,-0.94,0.94
4.04,0.25,2.17
1.74,2.83,2.25
-0.23,1.33,5.76
1.09,-4.18,6.07
2.27,-4.98,2.75
0.41,-0.96,0.94
-0.43,2.05,0.94
-2.48,1.60,2.68
-1.27,2.07,-3.18
-0.88,1.52,-0.76
-0.72,-0.62,-0.04
0.76,-4.53,0.66
0.62,-1.37,-0.68
0.88,1.04,-1.29
0.39,-0.39,-0.53
-0.88,1.64,-0.86
-0.45,0.25,0.08
0.62,3.55,-1.37
-0.94,4.06,-2.25
0.21,1.52,-1.41
0.53,-5.74,2.56
0.74,-6.70,-0.18
0.84,-3.01,1.41
-1.07,-1.62,-1.05
-0.86,-0.18,-3.05
-2.03,-0.64,-2.21
-1.86,-2.73,1.64
-2.11,-3.50,-0.18
-0.78,-1.87,-0.57
-4.20,-1.35,-0.66
-3.83,2.52,-1.02
-3.40,5.14,-0.84
-1.56,2.38,-0.08
-1.66,-1.52,0.90
-1.58,-2.87,1.41
0.49,0.37,1.80
1.93,-1.97,0.66
2.32,-1.02,-0.43
0.53,1.56,2.60
-0.41,0.14,0.70
-1.68,1.66,-1.97
0.72,2.30,-3.18
0.25,-0.25,-2.29
-0.55,-0.10,4.24
0.25,-2.30,4.90
2.05,-0.41,0.68
1.46,-0.27,-1.52
-0.06,0.21,3.52
0.59,-1.29,2.87
2.64,-1.05,1.37
3.89,0.25,0.74
-0.76,0.31,-0.23
-1.64,0.18,0.33
-0.45,1.84,2.73
-0.66,-0.76,1.62
-2.36,-2.29,-1.87
-1.37,-0.96,-0.82
1.00,-0.70,-0.06
-0.16,-0.21,1.70
0.76,-1.35,2.07
1.41,-2.54,-0.45
-0.02,-2.77,2.01
0.53,-0.88,0.76
-0.61,0.88,-4.26
-0.66,2.42,-3.01
-0.76,2.83,-0.55
-0.08,-1.70,3.50
0.02,1.37,1.86
1.76,1.52,-1.15
1.70,5.02,-3.63
-1.39,5.62,-2.95
1.13,-1.95,-3.18
-1.97,0.90,-2.42
0.86,1.19,0.51
2.91,2.71,1.05
1.21,3.83,2.93
-2.89,1.86,-0.80
-0.66,3.01,-1.04
